TAIRID	A.thalianaGermany	A.thalianaEastSpain	A.thalianaWestSpain	A.thalianaRussia	A.thalianaCzech	TISSUE
AT5G57740	-0.47131	-0.43095	-0.52131	-0.37634	-0.47131	endosperm.all
AT3G10460	0.39837	0.48171	0.48171	0.56923	0.21429	floral.bud
AT5G39880	0.36395	0.38224	0.41404	0.44667	0.28061	floral.bud
AT5G61605	0.28261	0.28261	0.48485	0.28261	0.44928	floral.bud
AT4G27330	0.44643	0.21429	0.26374	0.15447	0.23780	floral.bud
AT2G27990	0.33600	0.28175	0.36933	0.03175	0.19841	floral.bud
AT3G10580	0.17143	0.35027	0.39583	0.10476	0.17143	floral.bud
AT1G58430	0.26577	0.15556	0.25976	0.20278	0.28737	floral.bud
AT3G28830	0.30046	0.16628	0.32273	0.12143	0.25000	floral.bud
AT3G07450	0.22727	0.22727	0.22727	0.22727	0.22727	floral.bud
AT3G28790	0.17500	0.21190	0.30808	0.14110	0.24810	floral.bud
AT1G28430	0.20444	0.19444	0.26705	0.20751	0.18478	floral.bud
AT3G60020	0.20000	0.20000	0.20000	0.20000	0.20000	floral.bud
AT1G78960	0.24653	0.20455	0.12450	0.03203	0.36389	floral.bud
AT3G17010	0.17901	0.17901	0.23196	0.17901	0.17901	floral.bud
AT5G24820	0.27826	-0.04167	0.24074	0.17956	0.27826	floral.bud
AT1G70910	0.06306	0.06306	0.15830	0.22973	0.32973	floral.bud
AT1G67290	0.29048	0.29464	0.29048	0.28571	-0.34409	floral.bud
AT1G72290	0.15957	-0.00709	0.15957	0.32624	0.15957	floral.bud
AT5G64620	0.13462	0.18462	0.17037	0.03704	0.25962	floral.bud
AT5G57720	0.19118	0.18657	0.01990	0.18657	0.19118	floral.bud
AT5G66020	0.09103	0.00000	0.16667	0.16667	0.34103	floral.bud
AT5G44300	0.20833	0.23214	0.13333	-0.04167	0.23214	floral.bud
AT1G62940	0.07429	0.10294	0.21714	0.27667	0.05952	floral.bud
AT3G58290	0.07018	0.33684	0.23684	0.07018	-0.01316	floral.bud
AT5G53190	0.11348	-0.05319	0.31366	0.11348	0.19681	floral.bud
AT2G28355	0.00000	0.19231	0.35897	0.19231	-0.08333	floral.bud
AT5G41890	0.12879	0.18235	0.00401	0.12681	0.21569	floral.bud
AT4G34400	0.12687	0.12963	0.12963	0.12963	0.12963	floral.bud
AT5G46770	0.12500	0.12500	0.12500	0.12500	0.12500	floral.bud
AT1G14820	0.06471	0.23810	0.23810	-0.20238	0.23810	floral.bud
AT1G36150	0.12439	0.12439	0.12439	0.07995	0.10772	floral.bud
AT3G06220	0.13158	-0.03509	0.02162	0.28829	0.12162	floral.bud
AT2G31100	0.10377	0.10377	0.10377	0.10377	0.10377	floral.bud
AT3G29070	0.13194	0.09524	-0.00366	0.04762	0.21368	floral.bud
AT2G13610	0.09070	0.09070	0.10551	0.06804	0.11984	floral.bud
AT4G36350	0.02930	0.03333	0.08095	0.21111	0.11957	floral.bud
AT4G29250	0.11847	0.13095	0.08275	0.00599	0.13200	floral.bud
AT2G31050	0.09259	0.09259	0.09259	0.09259	0.09259	floral.bud
AT2G34810	0.06566	0.10731	0.03259	0.15916	0.09215	floral.bud
AT1G68875	0.21839	0.05172	0.06522	0.05172	0.05172	floral.bud
AT5G65990	0.15278	0.14527	0.10360	-0.07018	0.08974	floral.bud
AT5G07560	-0.05172	-0.05172	0.12281	0.12281	0.26429	floral.bud
AT2G16910	0.06869	0.09683	0.11230	0.12361	0.00000	floral.bud
AT1G30350	0.21111	0.03933	-0.12821	0.04444	0.21111	floral.bud
AT5G49330	0.00746	0.00746	0.00746	0.17413	0.17413	floral.bud
AT2G29790	0.02424	0.14000	0.02424	0.14000	0.02424	floral.bud
AT2G27220	-0.00816	-0.12245	0.02041	0.25667	0.19184	floral.bud
AT2G21220	0.00000	0.00000	0.00000	0.16667	0.16667	floral.bud
AT5G46795	0.06818	0.08213	0.08213	-0.01333	0.10390	floral.bud
AT1G74530	0.08442	0.08442	-0.01558	0.08442	0.08442	floral.bud
AT1G79910	-0.04598	0.28995	0.12069	0.12329	-0.17931	floral.bud
AT1G63710	0.05094	0.01800	0.05303	0.07083	0.09173	floral.bud
AT4G04760	-0.09004	0.11667	0.18322	0.16552	-0.11380	floral.bud
AT3G52810	-0.04237	0.12429	-0.04237	-0.04237	0.25763	floral.bud
AT1G07340	0.07887	-0.02113	0.14554	-0.02778	0.07887	floral.bud
AT3G05610	0.10227	0.00403	0.04167	0.00403	0.07398	floral.bud
AT5G56330	0.17433	-0.01017	-0.13678	0.14655	0.00833	floral.bud
AT3G60570	0.09211	-0.15789	0.09211	0.14211	0.00877	floral.bud
AT4G36250	0.03333	0.15653	0.03634	0.13455	-0.20000	floral.bud
AT1G12570	0.09842	-0.01103	0.07440	0.15877	-0.16190	floral.bud
AT1G77410	0.07059	-0.02941	0.14275	-0.02941	-0.02941	floral.bud
AT2G20870	0.03509	0.03509	0.03509	-0.06667	0.03509	floral.bud
AT3G62170	0.00000	-0.04762	0.03571	0.04310	0.03571	floral.bud
AT2G07040	0.10195	-0.03357	-0.04158	0.03953	-0.02112	floral.bud
AT1G02790	-0.09444	-0.01905	0.12353	-0.02778	0.05556	floral.bud
AT1G69500	-0.00394	0.06061	0.07312	-0.04043	-0.06349	floral.bud
AT2G05160	-0.11228	0.04010	-0.01645	0.07636	0.03216	floral.bud
AT3G18850	0.05303	-0.03322	0.05303	-0.11364	0.05303	floral.bud
AT4G28680	0.13121	0.00134	0.01314	-0.18064	0.04167	floral.bud
AT1G12070	0.00000	0.08333	0.08333	-0.17742	0.00000	floral.bud
AT4G11760	-0.12500	0.04167	0.00000	0.06667	0.00000	floral.bud
AT4G26440	0.08491	-0.12157	0.02860	0.08491	-0.12381	floral.bud
AT2G03170	-0.01515	0.05217	0.02652	-0.09783	-0.02488	floral.bud
AT1G75940	0.04825	0.09310	0.04825	-0.30492	0.04508	floral.bud
AT1G15360	-0.04839	-0.04839	-0.04839	-0.04839	0.11828	floral.bud
AT4G01130	0.09804	-0.04741	-0.04741	0.05275	-0.14610	floral.bud
AT2G03740	-0.08333	-0.15873	0.14545	-0.09524	0.10000	floral.bud
AT1G53320	0.21853	-0.08333	0.22540	-0.24000	-0.23469	floral.bud
AT4G35190	-0.14706	0.15294	0.15294	-0.14706	-0.14706	floral.bud
AT3G27810	0.05000	-0.01190	-0.01190	0.00000	-0.16190	floral.bud
AT5G59500	-0.12963	0.08466	-0.10000	-0.03333	0.03421	floral.bud
AT2G03850	-0.13488	0.05923	0.10000	-0.03488	-0.13488	floral.bud
AT4G25040	0.05000	0.08333	0.05000	-0.25000	-0.08333	floral.bud
AT5G54010	-0.01525	0.01051	0.13333	-0.11468	-0.17159	floral.bud
AT4G02140	-0.16250	-0.06250	0.06667	-0.08824	0.07843	floral.bud
AT3G11480	0.11471	-0.09275	-0.20704	0.00725	0.00725	floral.bud
AT4G10260	-0.01020	-0.05603	-0.01143	-0.09385	-0.00128	floral.bud
AT3G26125	0.00263	-0.08070	-0.08070	-0.08070	0.06531	floral.bud
AT3G22840	0.08130	-0.08696	-0.01394	-0.08696	-0.08696	floral.bud
AT4G00350	-0.21333	-0.14667	0.00996	0.08369	0.05451	floral.bud
AT5G58960	-0.15975	-0.06738	-0.07246	0.01596	0.06596	floral.bud
AT2G01760	-0.01832	-0.05678	-0.09091	-0.00357	-0.04965	floral.bud
AT5G45960	0.11177	-0.02459	-0.02459	-0.19892	-0.09602	floral.bud
AT3G52130	-0.09259	-0.09259	-0.09259	-0.08621	0.09524	floral.bud
AT4G18130	-0.01401	0.11111	-0.06685	-0.26620	-0.04160	floral.bud
AT1G52680	-0.21429	0.07792	-0.01136	0.07792	-0.21429	floral.bud
AT4G13100	-0.15556	-0.09793	0.01852	0.10595	-0.16880	floral.bud
AT1G27360	-0.04472	-0.12805	-0.04472	-0.04472	-0.04472	floral.bud
AT1G69700	-0.02024	-0.06725	-0.02024	-0.13333	-0.07519	floral.bud
AT1G69120	0.07000	0.00000	-0.19565	0.00000	-0.19565	floral.bud
AT5G13380	-0.18157	0.05738	0.00135	-0.14379	-0.05760	floral.bud
AT1G77980	0.00952	-0.37121	-0.07267	0.12771	-0.02381	floral.bud
AT3G12660	-0.07895	0.00000	-0.08333	-0.08974	-0.07895	floral.bud
AT5G40940	-0.10850	-0.02525	0.00089	-0.10261	-0.10261	floral.bud
AT3G57690	-0.07143	-0.07143	-0.07143	-0.07143	-0.07143	floral.bud
AT1G27370	-0.19000	-0.03137	0.06863	-0.02857	-0.18137	floral.bud
AT5G62210	-0.16667	0.00000	-0.02083	-0.02000	-0.16667	floral.bud
AT5G15600	-0.07895	-0.07895	-0.07895	-0.07895	-0.07895	floral.bud
AT2G45600	-0.06571	-0.00222	-0.15500	-0.10884	-0.06571	floral.bud
AT3G26380	-0.07654	-0.19928	-0.19928	0.04012	0.01929	floral.bud
AT3G03510	0.00000	-0.00667	-0.30667	0.16000	-0.26351	floral.bud
AT4G35010	-0.06531	-0.12003	-0.00789	-0.26531	0.03469	floral.bud
AT1G23690	0.10000	-0.23889	-0.25812	-0.13175	0.10000	floral.bud
AT4G28395	-0.05263	-0.05263	-0.21930	-0.05263	-0.05263	floral.bud
AT1G01280	-0.26667	-0.16667	0.00000	0.00000	0.00000	floral.bud
AT5G58050	-0.21212	0.00000	0.20000	-0.24561	-0.17895	floral.bud
AT4G01080	-0.12605	-0.06667	-0.05000	-0.18808	-0.01013	floral.bud
AT5G42320	-0.10692	-0.02193	-0.05930	-0.21429	-0.04025	floral.bud
AT3G48730	-0.08333	-0.11500	-0.08333	-0.05742	-0.11500	floral.bud
AT1G44224	-0.20321	-0.05811	0.00717	-0.04202	-0.16512	floral.bud
AT3G50580	-0.04262	-0.12568	-0.09286	-0.08548	-0.11828	floral.bud
AT5G08030	-0.22222	-0.04396	0.13462	-0.11429	-0.22222	floral.bud
AT5G24610	-0.13333	-0.03571	-0.03571	-0.13333	-0.13333	floral.bud
AT5G62320	-0.09643	-0.13846	-0.02500	-0.02273	-0.18939	floral.bud
AT3G49670	-0.30132	0.00958	0.02610	0.08074	-0.28916	floral.bud
AT1G06170	-0.17232	-0.20378	0.04348	-0.02857	-0.12319	floral.bud
AT5G53820	0.00000	-0.16667	-0.33333	0.00000	0.00000	floral.bud
AT5G53620	-0.28571	-0.17143	-0.06818	0.18333	-0.17143	floral.bud
AT1G60810	-0.08372	-0.21705	-0.07371	-0.03509	-0.13095	floral.bud
AT1G56360	0.02484	-0.32143	-0.00581	0.10133	-0.36667	floral.bud
AT3G07160	-0.26966	-0.01966	-0.27841	-0.05538	0.03164	floral.bud
AT5G65205	-0.14444	-0.16858	-0.07500	-0.07500	-0.12857	floral.bud
AT1G61680	-0.18215	-0.08858	-0.08858	-0.17192	-0.11111	floral.bud
AT1G18280	-0.10870	-0.27536	-0.10870	-0.10870	-0.10870	floral.bud
AT1G22130	-0.19048	0.00595	0.09524	-0.37791	-0.24405	floral.bud
AT1G01510	-0.23770	-0.33770	-0.16628	-0.07104	0.09563	floral.bud
AT4G16442	-0.24675	0.04762	-0.10390	-0.08333	-0.34000	floral.bud
AT3G20865	-0.20000	-0.20000	0.02222	-0.30000	-0.05000	floral.bud
AT5G17830	-0.20926	-0.09722	-0.15211	-0.06394	-0.20679	floral.bud
AT1G14900	-0.12865	-0.19231	-0.19231	-0.16667	-0.05921	floral.bud
AT1G60950	-0.22222	-0.22222	-0.22222	-0.03922	-0.03922	floral.bud
AT3G07540	-0.18915	-0.09690	-0.04996	-0.33915	-0.08915	floral.bud
AT1G13150	-0.32381	-0.15714	0.01878	0.01878	-0.32381	floral.bud
AT5G26820	-0.18496	-0.18788	-0.21151	-0.01316	-0.18948	floral.bud
AT1G21460	-0.10753	-0.27419	-0.10753	-0.27419	-0.02419	floral.bud
AT2G45580	-0.20796	-0.21429	-0.16667	-0.05556	-0.16034	floral.bud
AT5G15110	-0.30769	-0.00392	-0.30769	-0.13725	-0.05000	floral.bud
AT1G04670	-0.33333	-0.10000	-0.10000	-0.12121	-0.16667	floral.bud
AT3G57620	-0.02469	-0.29136	-0.07630	-0.02469	-0.44136	floral.bud
AT3G13180	-0.49014	0.04215	-0.02213	0.05009	-0.44014	floral.bud
AT1G55570	-0.35714	-0.19048	-0.10417	-0.02083	-0.19048	floral.bud
AT4G30040	-0.21667	-0.09212	-0.21930	-0.21667	-0.12271	floral.bud
AT3G01020	-0.09259	-0.09259	-0.09259	-0.34259	-0.25926	floral.bud
AT4G29980	-0.15000	-0.15000	-0.28421	-0.15000	-0.15000	floral.bud
AT3G28780	-0.14524	-0.10590	-0.22180	-0.20047	-0.21592	floral.bud
AT3G45320	-0.24222	-0.25000	-0.18750	-0.04545	-0.18841	floral.bud
AT1G70720	-0.23423	-0.36098	-0.12821	-0.29762	0.08780	floral.bud
AT3G11980	-0.17778	-0.29167	-0.10046	-0.26389	-0.10046	floral.bud
AT3G04960	-0.15394	-0.09736	-0.24242	-0.26190	-0.18022	floral.bud
AT1G54020	-0.17647	-0.07647	-0.17647	-0.23203	-0.27647	floral.bud
AT1G61110	-0.17544	-0.20574	0.00240	-0.45366	-0.11649	floral.bud
AT1G07450	-0.35319	-0.20833	-0.05556	-0.04167	-0.29167	floral.bud
AT4G29340	-0.16667	-0.08333	-0.02353	-0.34211	-0.34211	floral.bud
AT3G18360	-0.16234	-0.09574	-0.10000	-0.40417	-0.20000	floral.bud
AT4G08670	-0.24561	-0.32895	-0.24561	-0.06410	-0.07895	floral.bud
AT1G18360	-0.07692	-0.32692	-0.32692	0.08974	-0.32692	floral.bud
AT2G20430	-0.20968	-0.03333	-0.40000	0.04032	-0.36667	floral.bud
AT1G24520	-0.20301	-0.13158	-0.25658	-0.27536	-0.10870	floral.bud
AT3G51590	-0.15385	-0.32051	-0.32051	-0.02963	-0.15385	floral.bud
AT2G24630	-0.02299	-0.29767	-0.44767	-0.02299	-0.18966	floral.bud
AT2G05790	-0.15952	-0.24648	-0.25362	-0.07981	-0.24648	floral.bud
AT1G68750	-0.26667	-0.22121	0.00455	-0.08943	-0.42473	floral.bud
AT2G31210	-0.35714	0.04286	-0.27143	-0.15714	-0.27143	floral.bud
AT4G14815	-0.27632	-0.04545	-0.27632	-0.11111	-0.30556	floral.bud
AT5G07520	-0.15714	-0.15714	0.11364	-0.40714	-0.40714	floral.bud
AT2G22830	-0.14545	-0.11688	-0.29545	-0.21212	-0.25974	floral.bud
AT1G26480	-0.24074	-0.07407	-0.40741	-0.07407	-0.24074	floral.bud
AT1G01600	-0.33414	-0.20716	-0.33005	-0.08333	-0.08333	floral.bud
AT5G28470	-0.21134	-0.37667	-0.20707	-0.04333	-0.20707	floral.bud
AT3G17630	-0.22093	-0.22414	-0.05426	-0.22414	-0.32414	floral.bud
AT1G65620	-0.37500	-0.37500	-0.20833	-0.12500	0.02885	floral.bud
AT1G22150	-0.32906	-0.18462	-0.21795	-0.17033	-0.17251	floral.bud
AT1G79780	-0.23188	-0.23188	-0.23188	-0.06522	-0.31522	floral.bud
AT3G07820	-0.50806	-0.28889	0.18495	-0.24603	-0.24603	floral.bud
AT2G47050	-0.22222	-0.05556	-0.22222	-0.38889	-0.22222	floral.bud
AT5G62080	-0.27778	-0.27778	0.00000	-0.27778	-0.27778	floral.bud
AT3G46750	-0.20000	-0.26250	-0.20000	-0.25556	-0.20000	floral.bud
AT5G08380	-0.22831	-0.31164	-0.36944	-0.05405	-0.15556	floral.bud
AT3G18220	-0.12281	-0.12281	-0.46154	-0.29487	-0.12281	floral.bud
AT4G23940	-0.29659	-0.12992	-0.12698	-0.29659	-0.29659	floral.bud
AT5G17620	-0.31818	-0.05000	-0.31818	-0.15152	-0.31818	floral.bud
AT4G23660	-0.28519	-0.24074	-0.18519	-0.25661	-0.19091	floral.bud
AT5G56110	-0.27500	-0.14423	-0.20357	-0.26190	-0.27500	floral.bud
AT5G16960	-0.45833	-0.19388	-0.18750	-0.02721	-0.29388	floral.bud
AT3G04860	-0.26923	-0.26923	-0.09649	-0.26923	-0.26923	floral.bud
AT5G25400	-0.24242	-0.24242	-0.03125	-0.24242	-0.41667	floral.bud
AT5G07430	-0.20572	-0.16190	-0.30476	-0.33333	-0.17172	floral.bud
AT5G52390	-0.42125	-0.21667	-0.11111	-0.31410	-0.13846	floral.bud
AT4G35280	-0.30556	-0.14717	-0.30556	-0.22222	-0.22222	floral.bud
AT3G55110	-0.39048	-0.39308	-0.22642	-0.22642	0.02619	floral.bud
AT1G03390	-0.14384	-0.24384	-0.31050	-0.39384	-0.14384	floral.bud
AT1G18490	-0.17647	-0.17647	-0.36364	-0.34314	-0.17647	floral.bud
AT5G48140	-0.22093	-0.16537	-0.22093	-0.40000	-0.23333	floral.bud
AT4G13560	-0.34615	-0.23333	-0.17949	-0.16667	-0.34615	floral.bud
AT3G01240	-0.23158	-0.29825	-0.18254	-0.26667	-0.29825	floral.bud
AT5G62890	-0.24638	-0.11304	-0.11205	-0.41304	-0.41304	floral.bud
AT2G23170	-0.30130	-0.45130	-0.03463	-0.36797	-0.20130	floral.bud
AT4G24890	-0.33529	-0.33529	-0.29085	-0.18421	-0.22464	floral.bud
AT5G03680	-0.26563	-0.41315	-0.09896	-0.49648	-0.09896	floral.bud
AT2G26900	-0.27586	-0.27586	-0.27586	-0.27586	-0.27586	floral.bud
AT5G09550	-0.17778	-0.34444	-0.34444	-0.34783	-0.17778	floral.bud
AT1G02050	-0.45000	-0.20000	-0.20000	-0.20000	-0.34409	floral.bud
AT5G57030	-0.49000	-0.07333	-0.24000	-0.40667	-0.24000	floral.bud
AT5G13400	-0.32759	-0.32759	-0.16092	-0.49718	-0.16092	floral.bud
AT4G25950	-0.28205	-0.36538	-0.28205	-0.28205	-0.28205	floral.bud
AT5G13140	-0.46667	0.00000	-0.41667	-0.14583	-0.46667	floral.bud
AT1G60060	-0.33333	-0.33333	-0.33333	-0.33333	-0.16260	floral.bud
AT2G28085	-0.30000	-0.30000	-0.30000	-0.30000	-0.30000	floral.bud
AT3G42640	-0.37129	0.01889	-0.27129	-0.37000	-0.53795	floral.bud
AT3G60100	-0.41667	-0.23370	-0.35897	-0.17925	-0.34591	floral.bud
AT2G22180	-0.42063	-0.30952	-0.35714	-0.11290	-0.33516	floral.bud
AT2G40300	-0.40196	-0.53529	-0.11029	-0.33529	-0.21429	floral.bud
AT5G14380	-0.42481	-0.44231	-0.27564	-0.19231	-0.28195	floral.bud
AT5G47000	-0.46259	-0.12925	-0.29592	-0.46259	-0.29167	floral.bud
AT1G03050	-0.43657	-0.43657	-0.25800	-0.22000	-0.31157	floral.bud
AT2G38110	-0.36301	-0.30746	-0.26111	-0.47833	-0.31301	floral.bud
AT2G19770	-0.34615	-0.34615	-0.34615	-0.34615	-0.34615	floral.bud
AT2G42200	-0.43939	-0.57273	-0.43939	-0.22340	-0.05674	floral.bud
AT5G14890	-0.39286	-0.30952	-0.35945	-0.29275	-0.37931	floral.bud
AT1G69180	-0.31481	-0.48148	-0.33333	-0.31481	-0.31481	floral.bud
AT5G33370	-0.48889	-0.48889	-0.32222	-0.15556	-0.32222	floral.bud
AT3G08560	-0.35714	-0.52381	-0.19048	-0.35714	-0.35714	floral.bud
AT4G00040	-0.18750	-0.48750	-0.43750	-0.48750	-0.18750	floral.bud
AT2G32350	-0.25758	-0.42424	-0.42424	-0.25758	-0.42424	floral.bud
AT4G01470	-0.46538	-0.53205	-0.19872	-0.34906	-0.25735	floral.bud
AT2G19070	-0.36667	-0.45000	-0.27431	-0.37681	-0.36667	floral.bud
AT5G44400	-0.24684	-0.40417	-0.40417	-0.48750	-0.41350	floral.bud
AT3G10410	-0.50000	-0.41667	-0.41667	-0.25000	-0.50000	floral.bud
AT3G58690	-0.47059	-0.47059	-0.47059	-0.30392	-0.47059	floral.bud
AT3G13220	-0.54825	-0.49333	-0.56000	-0.39333	-0.21491	floral.bud
AT3G13400	-0.58261	-0.35000	-0.51596	-0.43262	-0.41667	floral.bud
AT5G45880	-0.46667	-0.58095	-0.46667	-0.36667	-0.53333	floral.bud
AT5G47350	0.23494	0.27340	0.31533	0.33494	0.27340	general.seed.coat
AT4G15750	0.16667	0.33529	0.33529	0.50196	0.08333	general.seed.coat
AT4G17480	0.27525	0.23889	0.27525	0.04971	0.21190	general.seed.coat
AT1G80130	0.24848	0.24848	0.24848	0.07143	0.08182	general.seed.coat
AT1G64670	0.09211	0.22300	0.14363	0.14091	0.20598	general.seed.coat
AT4G13840	0.17391	0.16038	0.20332	0.11905	0.12018	general.seed.coat
AT1G02300	0.08730	0.30000	0.15172	0.15932	-0.01429	general.seed.coat
AT5G49180	0.13063	0.15000	0.12898	0.14200	0.12727	general.seed.coat
AT4G10640	0.14321	0.14667	0.04671	0.04514	0.27251	general.seed.coat
AT2G45840	0.24634	0.13855	0.30522	-0.02811	-0.02811	general.seed.coat
AT1G49860	0.10261	0.15196	0.15196	0.10261	0.10985	general.seed.coat
AT4G12910	-0.09000	0.07843	0.16000	0.32857	0.08081	general.seed.coat
AT3G09870	0.18841	0.02174	0.02174	0.02174	0.18841	general.seed.coat
AT3G43960	0.12281	0.08532	0.07955	0.05763	0.08929	general.seed.coat
AT5G46540	0.04464	0.00051	0.02729	0.21989	0.08772	general.seed.coat
AT3G62610	0.17532	0.00866	0.24889	-0.00433	-0.05195	general.seed.coat
AT4G17483	0.09291	-0.02083	0.04204	0.06939	0.14286	general.seed.coat
AT1G61800	0.09524	0.03030	0.05285	0.03162	0.03669	general.seed.coat
AT5G11230	0.05606	0.03177	0.06365	0.01779	0.06111	general.seed.coat
AT2G41990	0.07512	0.07512	0.07512	-0.09155	0.07512	general.seed.coat
AT2G30150	0.17991	-0.07009	0.09657	-0.07009	0.06082	general.seed.coat
AT5G44700	0.05403	0.03369	0.07681	0.01933	0.01215	general.seed.coat
AT2G34200	-0.04681	0.05319	0.05319	0.05319	0.05319	general.seed.coat
AT5G51480	-0.03704	-0.00128	-0.12963	0.25538	0.00632	general.seed.coat
AT5G52810	0.01852	0.03922	0.00000	0.02564	0.01034	general.seed.coat
AT3G05600	0.01261	-0.25490	-0.08824	0.09524	0.31169	general.seed.coat
AT4G32170	0.07692	0.08225	0.07692	-0.08974	-0.08974	general.seed.coat
AT1G26210	0.17143	-0.21667	0.03333	0.03333	0.03333	general.seed.coat
AT5G53100	0.05385	-0.16477	-0.03750	0.22051	-0.04615	general.seed.coat
AT1G09370	0.00000	-0.08333	-0.08333	0.17857	0.00000	general.seed.coat
AT5G67280	0.16800	-0.03492	-0.11014	-0.13200	0.02667	general.seed.coat
AT5G64905	-0.16667	0.01852	0.01852	0.01852	0.01852	general.seed.coat
AT2G41940	-0.25490	-0.08824	-0.07576	0.09091	0.17424	general.seed.coat
AT4G19380	-0.00515	0.00913	-0.00515	-0.16667	0.01351	general.seed.coat
AT3G59420	0.07723	-0.22549	0.02451	-0.05882	0.02451	general.seed.coat
AT4G13420	-0.07652	-0.14599	-0.06202	-0.00959	0.13182	general.seed.coat
AT4G30400	-0.15079	-0.15079	0.01587	0.09921	0.01587	general.seed.coat
AT5G01790	-0.07143	-0.07143	-0.07143	-0.07143	0.10569	general.seed.coat
AT5G33290	-0.06317	-0.12331	-0.06974	0.10526	-0.06974	general.seed.coat
AT1G49800	0.01852	-0.14815	0.01852	0.01852	-0.14815	general.seed.coat
AT3G08970	0.10193	-0.04656	-0.00536	-0.18319	-0.16732	general.seed.coat
AT1G07720	0.01937	-0.01667	-0.03509	0.06034	-0.38095	general.seed.coat
AT3G28960	-0.06696	-0.14825	-0.07604	0.07589	-0.15079	general.seed.coat
AT4G34138	-0.10000	-0.10000	0.00000	0.06173	-0.27160	general.seed.coat
AT1G51640	-0.05833	-0.27262	-0.12976	-0.06198	0.10468	general.seed.coat
AT5G02540	-0.23370	-0.10870	-0.03727	0.14130	-0.18012	general.seed.coat
AT3G46540	-0.06875	-0.02012	-0.12162	-0.09457	-0.11698	general.seed.coat
AT4G24150	-0.05696	-0.21538	-0.10000	0.10970	-0.21538	general.seed.coat
AT4G25960	0.01803	-0.02759	-0.12968	-0.22665	-0.12388	general.seed.coat
AT1G24540	-0.05455	0.03636	-0.17236	-0.35000	0.03636	general.seed.coat
AT2G27920	-0.05405	-0.05556	-0.04930	-0.21333	-0.15405	general.seed.coat
AT3G23410	-0.26282	0.23718	-0.10000	-0.26282	-0.19615	general.seed.coat
AT1G64900	-0.12286	-0.08521	-0.09670	-0.17143	-0.11003	general.seed.coat
AT1G18650	-0.07143	-0.16250	-0.15556	-0.04545	-0.15556	general.seed.coat
AT1G12010	-0.11795	-0.11795	-0.11795	-0.10833	-0.15000	general.seed.coat
AT5G48880	-0.05435	-0.14184	-0.09422	-0.18351	-0.14184	general.seed.coat
AT4G00360	-0.17460	-0.15797	-0.08889	-0.10747	-0.11111	general.seed.coat
AT3G48460	-0.13654	-0.13654	-0.11842	-0.15690	-0.15630	general.seed.coat
AT2G31360	-0.31481	-0.14815	-0.14815	-0.14815	-0.00769	general.seed.coat
AT5G39220	-0.13333	-0.20488	-0.03947	-0.23345	-0.20488	general.seed.coat
AT1G66460	0.05128	-0.28623	-0.01798	-0.24457	-0.36290	general.seed.coat
AT1G23010	-0.14539	-0.21351	-0.14539	-0.16087	-0.21351	general.seed.coat
AT1G02940	-0.26282	-0.08425	-0.31282	-0.01282	-0.26282	general.seed.coat
AT5G44360	-0.26708	-0.18421	-0.19231	-0.19231	-0.12088	general.seed.coat
AT1G19940	0.18750	-0.39557	-0.31224	-0.14557	-0.31224	general.seed.coat
AT5G64870	-0.15472	-0.43030	-0.51364	0.00490	0.05000	general.seed.coat
AT1G25450	-0.17949	-0.24615	-0.24615	-0.08333	-0.35938	general.seed.coat
AT1G09790	-0.31818	-0.35152	-0.06111	-0.15152	-0.28788	general.seed.coat
AT5G18840	-0.18852	-0.43750	-0.18254	-0.18750	-0.25995	general.seed.coat
AT2G39220	-0.27049	-0.27049	-0.03081	-0.47049	-0.21494	general.seed.coat
AT3G13540	-0.34848	-0.18182	-0.28182	-0.28182	-0.18182	general.seed.coat
AT3G57240	-0.02299	-0.43966	-0.35632	-0.28966	-0.18966	general.seed.coat
AT1G45130	-0.12308	-0.31250	-0.18452	-0.41944	-0.27053	general.seed.coat
AT3G21560	-0.27544	-0.27544	-0.27972	-0.31818	-0.16964	general.seed.coat
AT1G16390	-0.22963	-0.22963	-0.37963	-0.42963	-0.12500	general.seed.coat
AT1G12330	-0.38060	-0.38060	-0.38060	-0.12879	-0.12879	general.seed.coat
AT3G60900	-0.27568	-0.42568	-0.34234	-0.17568	-0.42568	general.seed.coat
AT5G49190	-0.51961	-0.25294	-0.18408	-0.51741	-0.24848	general.seed.coat
AT2G20700	-0.42857	-0.26190	-0.26190	-0.41667	-0.51190	general.seed.coat
AT1G71500	0.20714	0.20915	0.20588	0.13889	0.19444	leaf.rosette
AT3G15760	0.25758	0.09091	0.07895	0.25758	0.25758	leaf.rosette
AT1G64680	0.20000	0.23810	0.25714	-0.15217	0.21429	leaf.rosette
AT2G02950	0.04278	0.02302	0.12935	0.28667	0.26575	leaf.rosette
AT5G18140	-0.03947	0.21053	0.18651	0.12719	0.21053	leaf.rosette
AT3G45290	0.17561	0.05601	0.12373	0.22378	0.09586	leaf.rosette
AT1G01060	-0.05455	0.21212	0.21212	-0.05455	0.29054	leaf.rosette
AT2G30040	0.01485	0.11485	0.07828	0.18152	0.18152	leaf.rosette
AT5G45250	0.24855	-0.26586	0.20513	0.30222	0.06434	leaf.rosette
AT3G10260	0.27576	0.22222	0.28333	-0.03604	-0.21053	leaf.rosette
AT1G71697	0.17000	0.17000	0.08667	0.01964	0.07843	leaf.rosette
AT3G28740	0.08897	0.08587	0.09599	0.12865	0.12361	leaf.rosette
