gene	lnL	t	S	N	dN/dS	dN	dS	NG.dNdS	NG.dN	NG.dS
AT4G10050	-875.223875	0.0681	151.2	460.8	0.19	0.0111	0.0582	0.1969	0.0109	0.0554
AT4G10070	-2457.83344	0.1457	340.5	1252.5	0.6591	0.0437	0.0664	0.7786	0.0443	0.0569
AT4G10080	-1347.677086	0.1412	191.1	699.9	0.3997	0.0356	0.0891	0.4726	0.036	0.0761
AT4G10110	-353.001653	0	81.1	185.9	99	0	0	-1	0	0
AT4G10120	-4501.430317	0.0489	864.7	2288.3	0.1426	0.0062	0.0432	0.1151	0.0058	0.0502
AT4G10170	-1083.417793	0.0615	143	622	0.1498	0.0099	0.0664	0.191	0.0102	0.0535
AT4G10180	-2339.594847	0.0645	364.3	1255.7	0.0732	0.0056	0.0763	0.0836	0.006	0.0714
AT4G10190	-1714.206433	0.1897	239.5	816.5	0.9059	0.0618	0.0682	0.8867	0.0604	0.0682
AT4G10220	-1968.233328	0.2846	290.9	876.1	0.3404	0.064	0.1879	0.3088	0.0608	0.1969
AT4G10240	-699.673301	0.0642	114.2	371.8	0.2901	0.0136	0.0468	0.2835	0.0134	0.0472
AT4G10250	-859.206109	0.0866	152	433	0.1105	0.0093	0.0845	0.095	0.009	0.0942
AT4G10260	-1390.425939	0.0775	243.3	728.7	0.0289	0.0027	0.095	0.029	0.0027	0.0928
AT4G10270	-398.309657	0.0827	77.3	189.7	0.2931	0.0162	0.0554	0.2281	0.0149	0.0654
AT4G10280	-615.787219	0.092	106	314	0.2172	0.0161	0.0739	0.2001	0.0155	0.0776
AT4G10300	-601.529228	0.1049	104.5	294.5	0.2788	0.0208	0.0747	0.2517	0.0199	0.079
AT4G10310	-2216.491325	0.086	404.8	1083.2	0.1955	0.0135	0.0692	0.1821	0.0134	0.0735
AT4G10320	-5082.289013	0.0549	831.5	2738.5	0.137	0.0074	0.0541	0.1376	0.0073	0.0531
AT4G10340	-1212.577813	0.0664	249.2	590.8	0.0819	0.0051	0.0624	0.066	0.0047	0.0717
AT4G10350	-882.449655	0.0355	133.7	493.3	0.0996	0.004	0.0406	0.105	0.0041	0.0386
AT4G10360	-1131.294421	0.0428	222.9	575.1	0.4447	0.0106	0.0238	0.3491	0.0098	0.0281
AT4G10380	-1458.306941	0.4251	242	541	0.6485	0.1214	0.1872	0.59	0.116	0.1966
AT4G10440	-2748.95427	0.0816	459.8	1424.2	0.0428	0.0042	0.0984	0.0399	0.0041	0.1028
AT4G10450	-789.230657	0.0519	93.9	488.1	0.0213	0.0021	0.0966	0.034	0.0022	0.065
AT4G10457	-407.00023	0.0911	64.6	211.4	0.8299	0.029	0.0349	0.7768	0.0279	0.0359
AT4G10465	-495.703824	0.0547	118.9	235.1	0.001	0.0001	0.0542	-1	0	0.0793
AT4G10470	-1582.053482	0.1356	240.7	779.3	1.0243	0.0455	0.0444	1.0169	0.0446	0.0439
AT4G10480	-851.00254	0.0606	120	513	0.0701	0.0057	0.082	0.0971	0.006	0.0622
AT4G10540	-3634.855136	0.1449	609.6	1727.4	0.1752	0.0217	0.1237	0.1794	0.0218	0.1216
AT4G10600	-952.922588	0.0901	106.1	583.9	0.2904	0.0218	0.0752	0.3874	0.0223	0.0576
AT4G10610	-1416.121977	0.0354	244.6	763.4	0.0293	0.0013	0.0446	0.031	0.0013	0.0423
AT4G10620	-2636.859849	0.0895	440.2	1350.8	0.1072	0.0098	0.0914	0.1052	0.0096	0.0914
AT4G10640	-1917.137013	0.0938	325.9	946.1	0.4233	0.0232	0.0548	0.3952	0.0225	0.0569
AT4G10650	-1671.759037	0.0912	264.6	854.4	0.2	0.0156	0.0781	0.2125	0.0159	0.0747
AT4G10760	-2968.691152	0.0556	539	1528	0.0651	0.0039	0.06	0.0607	0.0038	0.0626
AT4G10790	-1270.747213	0.0567	207.8	701.2	0.1643	0.0087	0.0532	0.1854	0.0087	0.0472
AT4G10800	-1213.585194	0.0763	191.8	657.2	0.1472	0.011	0.0748	0.1718	0.0115	0.0672
AT4G10850	-1128.29715	0.0738	222.5	551.5	0.3712	0.0165	0.0446	0.3126	0.0155	0.0496
AT4G10890	-1316.710721	0.1039	218.5	651.5	0.6942	0.0312	0.0449	0.6389	0.0303	0.0474
AT4G10895	-606.363421	0.0667	107	316	1.0546	0.0225	0.0213	0.8842	0.021	0.0238
AT4G10920	-689.786465	0.0575	88.9	406.1	0.1642	0.01	0.061	0.2035	0.0103	0.0504
AT4G10925	-1012.315466	0.0711	165.9	530.1	0.0694	0.0056	0.0814	0.0672	0.0056	0.0825
AT4G10930	-2984.800717	0.0315	547.7	1609.3	0.3225	0.0069	0.0212	0.3003	0.0067	0.0222
AT4G10950	-1321.523092	0.0578	263.5	657.5	0.001	0.0001	0.0672	-1	0	0.0825
AT4G11030	-2833.872242	0.0496	506.3	1491.7	0.0613	0.0034	0.0552	0.055	0.0033	0.0592
AT4G11050	-2817.166456	0.1033	503.1	1368.9	0.0705	0.0076	0.1075	0.0758	0.0085	0.1121
AT4G11060	-875.693719	0.0794	153.6	449.4	0.0503	0.0046	0.0906	0.0454	0.0044	0.0963
AT4G11070	-1242.449089	0.1681	208.9	565.1	0.7155	0.0506	0.0707	0.5973	0.0477	0.0798
AT4G11080	-2008.411937	0.2327	205.1	1069.9	0.1898	0.046	0.2422	0.2512	0.0477	0.1897
AT4G11100	-1299.061174	0.1346	186.8	680.2	0.46	0.0358	0.0779	0.4711	0.0355	0.0753
AT4G11120	-1679.940115	0.0678	258.5	923.5	0.1224	0.0088	0.072	0.1425	0.0089	0.0628
AT4G11130	-4293.299229	0.0795	756.5	2162.5	0.1432	0.0104	0.0725	0.1245	0.01	0.0802
AT4G11150	-942.151308	0.0359	244	446	0.0774	0.0023	0.0297	0.0403	0.0019	0.0465
AT4G11160	-2603.445543	0.1109	466	1250	0.2222	0.019	0.0853	0.2287	0.0196	0.0855
AT4G11175	-643.140533	0.1343	95.6	330.4	0.0777	0.0122	0.1573	0.0876	0.0124	0.1415
AT4G11190	-835.044814	0.1172	161.8	390.2	0.3135	0.0238	0.0759	0.2425	0.0224	0.0922
AT4G11220	-1181.567483	0.0731	223.8	589.2	0.2111	0.012	0.0569	0.17	0.0113	0.0664
AT4G11230	-3144.182692	0.0575	513.9	1652.1	0.1591	0.0085	0.0534	0.1558	0.0084	0.0537
AT4G11240	-1393.202406	0.067	236.7	729.3	0.053	0.0042	0.0784	0.0495	0.004	0.0814
AT4G11270	-6236.12588	0.0942	1073	3112	0.1598	0.0134	0.0837	0.1517	0.013	0.0856
AT4G11340	-1511.24164	0.1459	257.5	714.5	0.259	0.0277	0.1068	0.219	0.0267	0.1218
AT4G11360	-696.023488	0.0654	118.9	352.1	0.7282	0.0199	0.0274	0.6641	0.0194	0.0292
AT4G11393	-346.712656	0.102	60.6	173.4	0.0492	0.0057	0.1151	0.0426	0.0055	0.1286
AT4G11420	-3566.425218	0.0471	610.1	1945.9	0.0353	0.0021	0.0591	0.0403	0.0025	0.0625
AT4G11440	-2887.801543	0.1597	414.7	1406.3	0.5388	0.0445	0.0827	0.5982	0.0448	0.0748
AT4G11450	-3146.600437	0.1109	488.5	1599.5	0.168	0.0171	0.1019	0.1675	0.0169	0.1011
AT4G11485	-339.68849	0.1451	61.9	157.1	0.9981	0.0483	0.0484	0.7745	0.0439	0.0567
AT4G11510	-386.58504	0.1083	60.8	191.2	2.1112	0.0413	0.0196	2.421	0.0424	0.0175
AT4G11570	-1612.546477	0.0858	270.3	848.7	0.0458	0.0047	0.1035	0.0447	0.0047	0.1042
AT4G11580	-1788.328963	0.3813	240.1	749.9	0.6576	0.1129	0.1716	0.5965	0.1078	0.1808
AT4G11600	-981.289953	0.0596	169.7	514.3	0.0957	0.0059	0.0621	0.0917	0.0058	0.0632
AT4G11610	-3597.389127	0.1108	676.3	1723.7	0.0444	0.0052	0.1178	0.0436	0.0057	0.1313
AT4G11653	-393.506169	0.6134	39.4	164.6	0.5339	0.175	0.3277	0.9194	0.1907	0.2075
AT4G11655	-924.426678	0.0901	176.8	444.2	0.6179	0.0255	0.0413	0.5344	0.0242	0.0453
AT4G11670	-4161.08802	0.0472	664.5	2224.5	0.568	0.0134	0.0236	0.6329	0.0135	0.0214
AT4G11680	-1740.218492	0.088	299.7	873.3	0.0583	0.0057	0.0981	0.057	0.0056	0.0987
AT4G11720	-2876.185037	0.1048	448.2	1462.8	0.1059	0.0117	0.1107	0.1073	0.0119	0.1105
AT4G11740	-2693.440944	0.1998	454.2	1234.8	0.3024	0.0411	0.1359	0.2709	0.0389	0.1437
AT4G11780	-1201.929589	0.0564	241.7	583.3	0.1467	0.007	0.0474	0.1146	0.0065	0.0563
AT4G11790	-1859.178255	0.0933	278.1	957.9	0.5106	0.0256	0.0501	0.5716	0.0261	0.0456
AT4G11800	-4344.615629	0.0512	708.9	2330.1	0.0728	0.0043	0.0591	0.0745	0.0043	0.0573
AT4G11820	-1981.638639	0.0617	354.8	1028.2	0.0742	0.0049	0.0659	0.0651	0.0047	0.0716
AT4G11860	-2963.025626	0.0645	513.6	1544.4	0.212	0.0112	0.0527	0.1932	0.0108	0.0557
AT4G11880	-964.470271	0.1277	137.6	501.4	0.1371	0.0181	0.1318	0.1467	0.0182	0.1243
AT4G11910	-1421.869817	0.2693	191.5	636.5	0.401	0.0667	0.1664	0.4256	0.0673	0.1581
AT4G11920	-2007.64669	0.035	341.5	1080.5	0.0438	0.0019	0.0427	0.0442	0.0019	0.042
AT4G11940	-1474.640752	0.5294	172.8	586.2	0.9728	0.1754	0.1802	0.9872	0.1721	0.1743
AT4G11950	-1143.093656	0.1152	161.9	594.1	0.1271	0.0155	0.1222	0.145	0.0157	0.1086
AT4G11980	-1360.6632	0.0907	232.8	670.2	0.5582	0.0251	0.045	0.605	0.0253	0.0419
AT4G11990	-2252.922902	0.1159	342.5	1154.5	0.1243	0.0148	0.119	0.1315	0.0149	0.1131
AT4G12000	-1379.99718	0.1138	205.5	709.5	0.2964	0.0247	0.0835	0.3887	0.0259	0.0666
AT4G12010	-6770.030876	0.503	884.7	2724.3	0.3006	0.1068	0.3552	0.2871	0.105	0.3659
AT4G12060	-943.925289	0.1201	144.1	473.9	0.2479	0.0234	0.0946	0.2932	0.0241	0.0822
AT4G12090	-598.059534	0.109	102	303	0.0532	0.0066	0.1246	0.0485	0.0064	0.1318
AT4G12120	-2486.629019	0.062	403.9	1327.1	0.0878	0.006	0.0687	0.089	0.006	0.0672
AT4G12230	-1149.832135	0.0891	200	589	0.0318	0.0034	0.1072	0.0325	0.0034	0.104
AT4G12240	-1520.89655	0.053	207.8	878.2	0.137	0.008	0.0584	0.1714	0.0083	0.0483
AT4G12290	-2119.182491	0.0992	376.9	1036.1	0.1263	0.0116	0.092	0.1109	0.0112	0.1006
AT4G12340	-475.575759	0.076	84.6	251.4	0.001	0.0001	0.1003	-1	0	0.1277
AT4G12350	-1243.50346	0.0543	187.3	676.7	0.227	0.0104	0.0459	0.2327	0.0104	0.0446
AT4G12360	-717.742841	0.1052	155.1	318.9	1.714	0.0406	0.0237	1.2891	0.0367	0.0285
AT4G12370	-1300.717044	0.0514	206.8	693.2	0.5713	0.0146	0.0256	0.5567	0.0144	0.0258
AT4G12390	-897.475135	0.0447	175.6	445.4	0.1118	0.0046	0.041	0.0951	0.0043	0.0456
AT4G12410	-714.119099	0.0839	143	337	0.5007	0.0216	0.043	0.3645	0.0195	0.0535
AT4G12420	-2546.455782	0.0663	432.2	1328.8	0.0723	0.0053	0.0737	0.0691	0.0052	0.075
AT4G12430	-1558.646027	0.069	250.3	829.7	0.0964	0.0073	0.0752	0.0977	0.0072	0.0737
AT4G12460	-2944.258925	0.0842	464.9	1503.1	0.3529	0.0196	0.0555	0.3588	0.0196	0.0547
AT4G12540	-1981.562838	0.11	308.5	1014.5	0.2153	0.0198	0.0921	0.2255	0.0198	0.088
AT4G12570	-3329.697576	0.0653	556.2	1753.8	0.0511	0.004	0.0779	0.0483	0.0039	0.0807
AT4G12580	-371.251148	0.3103	63.9	173.1	1.9535	0.1191	0.061	1.4329	0.1067	0.0745
AT4G12590	-1279.426756	0.5963	189.9	548.1	0.0338	0.0238	0.7039	0.0437	0.0295	0.6754
AT4G12620	-3700.398762	0.1314	513.7	1931.3	0.1272	0.0179	0.141	0.1453	0.0182	0.1253
AT4G12650	-2207.819603	0.0333	481.9	1099.1	0.001	0	0.0363	-1	0	0.0434
AT4G12670	-1825.887226	0.1045	221.5	1005.5	0.6472	0.0317	0.049	0.8614	0.033	0.0383
AT4G12680	-2527.027094	0.0656	490.6	1234.4	0.3104	0.0134	0.0432	0.2826	0.0132	0.0465
AT4G12710	-1731.135348	0.0791	338.1	843.9	0.1168	0.0083	0.0714	0.1014	0.0079	0.0783
AT4G12720	-1213.653685	0.0599	221.9	624.1	0.2595	0.0114	0.044	0.2106	0.0106	0.0506
AT4G12740	-1039.749865	1.2917	101.4	381.6	0.3756	0.3192	0.8499	0.4588	0.2981	0.6498
AT4G12750	-4658.185826	0.07	758.9	2427.1	0.3598	0.0164	0.0456	0.3447	0.0161	0.0466
AT4G12760	-1099.018751	0.0877	175.6	577.4	0.3092	0.0192	0.0621	0.2657	0.0185	0.0696
AT4G12790	-1164.479465	0.0735	200.9	615.1	0.0814	0.0065	0.0797	0.0724	0.0062	0.0861
AT4G12800	-861.386581	0.1789	162.9	389.1	0.0764	0.0131	0.1709	0.068	0.0125	0.1833
AT4G12825	-456.81394	0.1895	72	213	0.7963	0.0593	0.0745	0.7403	0.0574	0.0775
AT4G12830	-906.586971	0.0913	156.4	455.6	0.0942	0.0088	0.0935	0.0931	0.0087	0.0932
AT4G12840	-1692.499652	0.0901	260.3	873.7	0.25	0.0178	0.0711	0.2627	0.0178	0.0679
AT4G12850	-783.749133	0.0749	112.6	427.4	0.4011	0.019	0.0475	0.4519	0.0193	0.0427
AT4G12860	-578.688702	0.0141	148.9	307.1	0.001	0	0.0144	-1	0	0.0235
AT4G12870	-1023.83825	0.1054	140.3	546.7	0.1059	0.0129	0.1218	0.1285	0.0133	0.1034
AT4G12880	-598.250377	0.037	126.5	293.5	0.3338	0.0077	0.0231	0.3108	0.0079	0.0253
AT4G12890	-999.426286	0.058	170.5	525.5	0.196	0.0096	0.0492	0.176	0.0093	0.053
AT4G12900	-953.556215	0.0324	151.3	532.7	0.1055	0.0038	0.0356	0.1136	0.0038	0.0333
AT4G12910	-2179.069534	0.1352	313.2	1105.8	0.1347	0.0186	0.1384	0.1665	0.0199	0.1195
AT4G12950	-1069.540728	2.9641	128.1	321.9	0.1688	0.4114	2.4366	0.2048	0.4016	1.9608
AT4G12970	-430.818671	0.0313	77.8	228.2	0.1536	0.0043	0.0283	0.145	0.0042	0.0293
AT4G13010	-1422.839805	0.0815	303.2	683.8	0.0365	0.003	0.0818	0.0274	0.0027	0.0988
AT4G13030	-1531.293091	0.0829	233.2	801.8	0.2847	0.0176	0.062	0.3106	0.0177	0.0571
AT4G13050	-1600.811315	0.0689	280.5	820.5	0.1096	0.0075	0.0683	0.0949	0.0071	0.0749
AT4G13060	-1993.952548	0.7226	214.5	781.5	0.7808	0.2271	0.2909	0.7411	0.2106	0.2842
AT4G13070	-1491.771279	0.0815	202.6	826.4	0.1018	0.0099	0.0975	0.1142	0.0101	0.0881
AT4G13080	-1267.45205	0.0687	178.9	700.1	0.1385	0.0101	0.073	0.1499	0.0102	0.0678
AT4G13090	-1238.246456	0.0355	176.9	699.1	0.3485	0.0086	0.0246	0.4041	0.0088	0.0217
AT4G13110	-1438.111955	0.0686	235.4	778.6	0.1981	0.0118	0.0595	0.1891	0.0115	0.0606
AT4G13160	-1246.62919	0.1114	170	682	0.2597	0.0237	0.0911	0.3117	0.0241	0.0773
AT4G13180	-1159.096113	0.1014	229.8	550.2	0.125	0.011	0.0883	0.1025	0.0103	0.1002
AT4G13195	-498.071642	0.1019	97.2	235.8	3.8709	0.0434	0.0112	3.2602	0.0407	0.0125
AT4G13240	-2236.377783	0.0694	393.4	1151.6	0.0834	0.0061	0.073	0.0754	0.0059	0.0781
AT4G13250	-1111.27126	0.0279	211.6	589.4	0.001	0	0.0351	-1	0	0.0367
AT4G13260	-1611.794673	0.0895	277.8	793.2	0.2467	0.0167	0.0675	0.2433	0.0167	0.0685
AT4G13330	-1347.078186	0.1277	191	694	0.1308	0.0175	0.1336	0.1507	0.0178	0.1179
AT4G13360	-1883.254571	0.1149	334.6	919.4	0.1092	0.0121	0.1104	0.1012	0.0116	0.1149
AT4G13370	-1648.536351	0.0938	264.3	842.7	0.1476	0.0131	0.089	0.1532	0.0131	0.0855
AT4G13400	-835.35249	0.1029	128.1	432.9	0.1719	0.0163	0.095	0.1943	0.0166	0.0857
AT4G13420	-3373.055181	0.0705	633.6	1667.4	0.1644	0.0098	0.0596	0.1533	0.0098	0.0639
AT4G13430	-2208.926344	0.0757	392.4	1131.6	0.0522	0.0044	0.0852	0.0497	0.0043	0.0871
AT4G13440	-821.44326	0.0394	152.8	423.2	0.0548	0.0024	0.043	0.047	0.0022	0.0478
AT4G13480	-1181.391602	0.1169	190.2	592.8	0.137	0.0154	0.1124	0.1185	0.0147	0.1243
AT4G13490	-1324.028419	1.2467	130	455	0.582	0.3584	0.6158	0.6717	0.3504	0.5216
AT4G13530	-707.935815	0.0647	106.3	394.7	0.159	0.0102	0.0639	0.1864	0.0104	0.0556
AT4G13540	-545.695714	0.1041	106.3	289.7	0.1062	0.0106	0.1002	0.0706	0.0096	0.1356
AT4G13550	-3254.284369	0.0407	598.6	1723.4	0.1885	0.0064	0.0341	0.1661	0.0061	0.037
AT4G13560	-451.614583	0.0486	103.4	223.6	0.1132	0.0047	0.0411	0.0696	0.004	0.0568
AT4G13590	-910.768519	0.0251	220.2	448.8	0.001	0	0.0254	-1	0	0.0297
AT4G13620	-1479.289102	0.077	320.7	699.3	0.1086	0.0072	0.066	0.075	0.0064	0.0854
AT4G13630	-2839.61714	0.0835	393.9	1529.1	0.3779	0.0208	0.055	0.4834	0.0218	0.0451
AT4G13650	-4548.055232	0.1726	647.7	2292.3	0.114	0.0212	0.1861	0.1244	0.0214	0.1719
AT4G13680	-1928.401583	0.3576	254.7	807.3	0.7605	0.1108	0.1457	0.7984	0.1106	0.1385
AT4G13700	-2398.872703	0.2137	342.2	1103.8	0.3946	0.0523	0.1324	0.4293	0.0532	0.1239
AT4G13710	-1643.707602	0.0245	316.6	868.4	0.001	0	0.0305	-1	0	0.0339
AT4G13720	-856.905503	0.0378	130.3	484.7	0.0396	0.0021	0.0518	0.0511	0.0021	0.0419
AT4G13730	-1203.628892	0.0103	297.5	587.5	0.001	0	0.0102	-1	0	0.0157
AT4G13750	-9060.641198	0.0392	1473.2	4934.8	0.2776	0.0082	0.0295	0.2928	0.0082	0.0281
AT4G13780	-3387.60076	0.0431	568.5	1825.5	0.1496	0.0061	0.0408	0.1433	0.006	0.0416
AT4G13790	-382.985579	0.0321	90.5	185.5	0.001	0	0.0325	-1	0	0.049
AT4G13830	-890.171102	0.1101	134.5	456.5	0.1505	0.0161	0.1067	0.1767	0.0168	0.0952
AT4G13840	-1722.486541	0.1128	258	876	0.2958	0.0244	0.0824	0.317	0.0244	0.077
AT4G13870	-1055.106972	0.1171	165.3	530.7	0.1877	0.0193	0.1026	0.198	0.0191	0.0964
AT4G13930	-2004.507398	0.0505	361.6	1051.4	0.0152	0.001	0.063	0.0139	0.0009	0.0667
AT4G13968	-283.816803	0.0764	28.8	172.2	99	0.0297	0.0003	2.5175	0.0291	0.0116
AT4G13970	-3232.625138	0.022	489.9	1838.1	0.1091	0.0027	0.0247	0.1305	0.0028	0.0213
AT4G13980	-1807.373794	0.0247	265.8	1042.2	0.0576	0.0019	0.0331	0.071	0.002	0.0278
AT4G14010	-487.643887	0.0262	113.5	234.5	0.9263	0.0085	0.0092	0.6064	0.0075	0.0124
AT4G14050	-2350.079065	0.0573	378.3	1268.7	0.102	0.0063	0.062	0.1117	0.0064	0.0569
AT4G14080	-1746.639231	0.0992	320.2	855.8	0.0687	0.007	0.1026	0.0606	0.0067	0.1111
AT4G14120	-1352.957041	0.1099	225.4	659.6	0.5142	0.0295	0.0574	0.487	0.0287	0.059
AT4G14147	-684.959838	0.0183	130.4	376.6	0.1623	0.0026	0.0162	0.135	0.0025	0.0186
AT4G14150	-5255.260549	0.0427	820.6	2881.4	0.3506	0.0101	0.0288	0.3857	0.0102	0.0265
AT4G14170	-2044.11255	0.0956	317.4	1056.6	0.1147	0.0114	0.0998	0.1363	0.0121	0.0885
AT4G14180	-6166.874783	0.1166	1096	2921	0.407	0.0278	0.0683	0.3407	0.0263	0.0771
AT4G14190	-2390.189704	0.1709	348.7	1157.3	0.2684	0.0349	0.1301	0.2801	0.0348	0.1243
AT4G14200	-3643.229656	0.168	526.1	1795.9	0.4297	0.043	0.1002	0.4666	0.0431	0.0923
AT4G14220	-1649.782981	0.1141	283.6	811.4	0.1634	0.0163	0.1001	0.1626	0.0164	0.1005
AT4G14240	-1933.648324	0.0814	340.7	988.3	0.0561	0.0051	0.091	0.0538	0.005	0.0925
AT4G14280	-1962.105505	0.0398	349.7	1045.3	0.3307	0.0088	0.0266	0.2997	0.0085	0.0282
AT4G14290	-2284.29731	0.0323	462.4	1175.6	0.2055	0.0052	0.0251	0.1586	0.0048	0.03
AT4G14305	-673.145987	0.0846	126.5	329.5	0.1211	0.0094	0.0772	0.0924	0.0086	0.0926
AT4G14310	-3537.325744	0.0793	572.9	1839.1	0.1921	0.0132	0.0688	0.1957	0.0131	0.0669
AT4G14330	-2961.521693	0.0817	429.4	1631.6	0.0378	0.0043	0.1143	0.0496	0.005	0.1008
AT4G14360	-2605.636042	0.0546	476.2	1347.8	0.0789	0.0045	0.057	0.0668	0.0043	0.0637
AT4G14365	-1681.062551	0.0926	270.9	845.1	0.4363	0.0235	0.0538	0.4261	0.0231	0.0542
AT4G14410	-1026.612975	0.1628	130.1	541.9	0.1705	0.0279	0.1639	0.2351	0.0305	0.1297
AT4G14420	-698.884582	0.0743	132.9	341.1	0.2026	0.0118	0.0581	0.1741	0.0112	0.0642
AT4G14450	-518.434248	0.2437	101.8	213.2	0.5325	0.0633	0.1189	0.3737	0.0559	0.1496
AT4G14455	-599.887544	0.1321	82.2	310.8	0.1242	0.0178	0.1432	0.1561	0.0194	0.1244
AT4G14490	-1112.84884	0.1566	166.2	559.8	0.6223	0.0458	0.0736	0.6086	0.0446	0.0733
AT4G14520	-822.592662	0.0321	132.6	449.4	0.1401	0.0045	0.0318	0.1468	0.0045	0.0305
AT4G14540	-681.921721	0.0751	120	357	0.0309	0.0028	0.0912	0.028	0.0027	0.0972
AT4G14550	-971.386722	0.037	165.1	518.9	0.2828	0.0077	0.0271	0.2824	0.0076	0.0268
AT4G14560	-733.920167	0.0862	115.8	382.2	0.1161	0.0104	0.0894	0.1183	0.0104	0.0875
AT4G14570	-3436.202311	0.1044	566.3	1722.7	0.1843	0.0166	0.0901	0.1741	0.0161	0.0924
AT4G14590	-1819.151548	0.0992	297.6	923.4	0.1982	0.0166	0.084	0.1837	0.0161	0.0875
AT4G14605	-2253.415125	0.1089	383.5	1110.5	0.1115	0.0119	0.1069	0.1033	0.0115	0.1116
AT4G14620	-1544.689194	0.1279	270.1	737.9	0.3846	0.0298	0.0776	0.3028	0.028	0.0923
AT4G14630	-970.860085	0.0724	195.6	470.4	0.1406	0.0086	0.0614	0.1145	0.008	0.07
AT4G14650	-1652.950547	0.1831	240	798	0.4069	0.0456	0.1122	0.4099	0.0449	0.1096
AT4G14660	-723.541817	0.0304	142.3	391.7	0.001	0	0.0379	-1	0	0.0435
AT4G14720	-1426.619424	0.1126	264.4	668.6	0.355	0.0248	0.0698	0.2961	0.0235	0.0793
AT4G14723	-385.99124	0.058	80.4	183.6	0.6403	0.0165	0.0258	0.4667	0.0151	0.0323
AT4G14746	-983.346844	0.1171	157.1	484.9	0.2136	0.0205	0.0962	0.2093	0.0203	0.097
AT4G14770	-2928.937516	0.1094	484.8	1441.2	0.2855	0.0224	0.0784	0.2774	0.022	0.0794
AT4G14800	-832.945869	0.0311	186.3	410.7	0.4447	0.0075	0.0168	0.3124	0.0066	0.0213
AT4G14815	-682.161346	0.0912	125	337	0.2132	0.0152	0.0714	0.1926	0.0144	0.0749
AT4G14819	-465.525288	0.092	82.9	229.1	0.2611	0.0175	0.067	0.2141	0.0166	0.0774
AT4G14820	-3302.096277	0.1116	546.6	1628.4	0.3922	0.0268	0.0683	0.3665	0.0259	0.0708
AT4G14840	-2596.988289	0.1674	445	1208	0.3012	0.0344	0.1141	0.244	0.0322	0.1319
AT4G14850	-3117.845054	0.1134	534	1518	0.1709	0.0167	0.0977	0.1593	0.0163	0.1026
AT4G14860	-858.766171	0.2084	148.3	391.7	0.1044	0.0207	0.1983	0.0869	0.0197	0.2264
AT4G14870	-481.267579	0.0454	111.1	236.9	0.1118	0.0043	0.0383	0.0772	0.0038	0.0492
AT4G14910	-1200.412111	0.1009	206.5	603.5	0.08	0.0085	0.1069	0.0926	0.0092	0.0995
AT4G14920	-4857.94123	0.1836	661.1	2356.9	0.3793	0.0451	0.1188	0.4366	0.0463	0.1062
AT4G14930	-853.601206	0.0428	155.9	450.1	0.105	0.0045	0.0425	0.0991	0.0043	0.0436
AT4G14950	-1814.373265	0.0727	375.1	872.9	0.0873	0.0058	0.067	0.0673	0.0053	0.0791
AT4G14965	-1046.925393	0.0518	207.1	518.9	0.128	0.0059	0.0458	0.1005	0.0054	0.0541
AT4G14970	-5255.685192	0.0355	972.4	2756.6	0.396	0.0085	0.0214	0.3448	0.0081	0.0234
AT4G14990	-3408.483113	0.06	569.9	1794.1	0.1517	0.0085	0.0562	0.1608	0.0086	0.0534
AT4G15000	-559.405196	0.0318	66	339	0.0591	0.0029	0.0498	0.0956	0.0032	0.0335
AT4G15010	-1207.391467	0.0568	229.9	604.1	0.1813	0.0084	0.0465	0.1711	0.0081	0.0476
AT4G15030	-1047.23328	0.136	138.9	560.1	0.2372	0.0277	0.1166	0.258	0.0284	0.1099
AT4G15053	-1372.234208	0.0484	265	695	0.6129	0.0137	0.0224	0.4806	0.0128	0.0266
AT4G15080	-2701.507055	0.0401	513	1383	0.1727	0.0058	0.0337	0.1559	0.0056	0.0358
AT4G15130	-849.91392	0.071	141.4	452.6	0.0242	0.0022	0.0923	0.0232	0.0022	0.0943
AT4G15140	-683.053042	0.0877	111.5	353.5	0.187	0.0143	0.0766	0.1602	0.0138	0.0859
AT4G15180	-10145.56643	0.0543	1520.6	5535.4	0.2815	0.0117	0.0415	0.328	0.0121	0.037
AT4G15236	-6144.664629	0.0903	1051.5	3070.5	0.2967	0.0188	0.0632	0.2798	0.0182	0.0651
AT4G15240	-1977.124849	0.0872	326.3	1017.7	0.0371	0.004	0.1073	0.0373	0.0039	0.1054
AT4G15250	-1414.822656	0.0974	224.9	729.1	0.128	0.0125	0.0973	0.1255	0.0123	0.0981
AT4G15290	-3877.404218	0.3114	578.2	1671.8	0.2991	0.0648	0.2166	0.2881	0.0637	0.2211
AT4G15310	-1710.582365	0.8002	221.6	639.4	0.2113	0.1361	0.6438	0.1977	0.132	0.6675
AT4G15417	-927.87681	0.0637	122.7	519.3	0.4653	0.0174	0.0374	0.6608	0.0184	0.0278
AT4G15430	-3281.606064	0.0554	588.8	1691.2	0.0572	0.0035	0.0614	0.0655	0.004	0.0611
AT4G15440	-2149.564473	0.0666	439.8	1021.2	0.2973	0.013	0.0436	0.2252	0.0118	0.0526
AT4G15470	-1095.321829	0.069	239.2	528.8	0.001	0.0001	0.0737	-1	0	0.0887
AT4G15475	-2708.822716	0.0777	464	1366	0.1309	0.0097	0.0737	0.1236	0.0094	0.0762
